Name,ALE L2,ALE L1,ALE max diff,ALE Spearman rho,PD L2,PD L1,PD max diff,PD Spearman rho,PD optimised on ALE L2,PD optimised on ALE L1,PD optimised on ALE max diff,PD optimised on ALE Spearman rho,ALE optimised on PD L2,ALE optimised on PD L1,ALE optimised on PD max diff,ALE optimised on PD Spearman rho
heart/age_128_0_gradient_0.1_50,8.135034741532647e-05,0.007056719876438537,0.016012342990909374,0.16384915474642392,0.00092720106,0.026514325,0.056414664,-0.9935064935064933,0.009338316,0.0960811,0.11062318,0.6870129870129871,0.00038576155506360265,0.015220728582929718,0.044634205104386815,-0.5552665799739922
