Name,ALE L2,ALE L1,ALE max diff,ALE Spearman rho,PD L2,PD L1,PD max diff,PD Spearman rho,PD optimised on ALE L2,PD optimised on ALE L1,PD optimised on ALE max diff,PD optimised on ALE Spearman rho,ALE optimised on PD L2,ALE optimised on PD L1,ALE optimised on PD max diff,ALE optimised on PD Spearman rho
heart/chol_128_0_gradient_0.1_100,0.00052657468303117,0.021238356368240834,0.03062227268488079,0.3599467731204258,0.0058486797,0.06869129,0.1366126,-0.996103896103896,0.018596405,0.1304344,0.19968188,-0.16883116883116883,0.0032164575872302894,0.05337402969620081,0.07471296019080431,-0.7258815701929474
