Name,ALE L2,ALE L1,ALE max diff,ALE Spearman rho,PD L2,PD L1,PD max diff,PD Spearman rho,PD optimised on ALE L2,PD optimised on ALE L1,PD optimised on ALE max diff,PD optimised on ALE Spearman rho,ALE optimised on PD L2,ALE optimised on PD L1,ALE optimised on PD max diff,ALE optimised on PD Spearman rho
xor/16_320_0_gradient_0.1_50,0.009426067668023522,0.08030124480162948,0.16490079315644074,-0.8608582574772431,0.010615368,0.08575086,0.17360422,-0.9350649350649349,0.010396762,0.08088102,0.17048672,-0.9246753246753248,0.009526198978996843,0.07924762433084645,0.15175539480952885,-0.8400520156046813
