Name,ALE L2,ALE L1,ALE max diff,ALE Spearman rho,PD L2,PD L1,PD max diff,PD Spearman rho,PD optimised on ALE L2,PD optimised on ALE L1,PD optimised on ALE max diff,PD optimised on ALE Spearman rho,ALE optimised on PD L2,ALE optimised on PD L1,ALE optimised on PD max diff,ALE optimised on PD Spearman rho
friedman/x1_32_320_0_gradient_0.01_50,0.03761488926859896,0.17527245269775213,0.3157163413059523,0.1254061078622482,0.053445596,0.20658939,0.39155826,0.14025974025974028,0.04740277,0.19678086,0.3455844,0.35454545454545455,0.03788393734565724,0.1772259118232047,0.3118369302002918,-0.02664067576348278
