Name,ALE L2,ALE L1,ALE max diff,ALE Spearman rho,PD L2,PD L1,PD max diff,PD Spearman rho,PD optimised on ALE L2,PD optimised on ALE L1,PD optimised on ALE max diff,PD optimised on ALE Spearman rho,ALE optimised on PD L2,ALE optimised on PD L1,ALE optimised on PD max diff,ALE optimised on PD Spearman rho
heart/age_64_0_gradient_0.1_50,0.00041434850434368973,0.01642871422411099,0.03853852318874536,-0.5604681404421326,0.0002208062,0.012415613,0.035587728,-0.9935064935064933,0.011388751,0.1054582,0.12077272,-0.4623376623376624,0.00018399932620102513,0.01101806495625242,0.02472797658241999,-0.3706111833550065
