Name,ALE L2,ALE L1,ALE max diff,ALE Spearman rho,PD L2,PD L1,PD max diff,PD Spearman rho,PD optimised on ALE L2,PD optimised on ALE L1,PD optimised on ALE max diff,PD optimised on ALE Spearman rho,ALE optimised on PD L2,ALE optimised on PD L1,ALE optimised on PD max diff,ALE optimised on PD Spearman rho
xor/32_320_0_gradient_0.01_50,0.008812626780535529,0.08817996574115435,0.11868633592539976,-0.14304291287386214,0.008691953,0.083833866,0.13010606,-0.40259740259740256,0.007935755,0.08255826,0.1139051,-0.2558441558441559,0.007390294882627289,0.07889694885127604,0.11095126834300023,0.0013003901170351103
