Name,ALE L2,ALE L1,ALE max diff,ALE Spearman rho,PD L2,PD L1,PD max diff,PD Spearman rho,PD optimised on ALE L2,PD optimised on ALE L1,PD optimised on ALE max diff,PD optimised on ALE Spearman rho,ALE optimised on PD L2,ALE optimised on PD L1,ALE optimised on PD max diff,ALE optimised on PD Spearman rho
heart/chol_128_0_gradient_0.1_50,0.00046980825571118427,0.019642210217376412,0.037685924605952416,0.13905522288755823,0.005056543,0.06400341,0.12431356,-0.9519480519480519,0.005352261,0.055089843,0.14065453,-0.9324675324675323,0.0027688105754470112,0.049349156373077865,0.073327467316508,-0.7711244178310047
